MONTH,sha_offset
December 2020,96.62357842720407
January 2021,61.22865587479228
February 2021,31.118596512596227
March 2021,183.1331688228646
April 2021,335.8525160439077
May 2021,308.13163355028297
June 2021,277.9296763081628
July 2021,243.94354171601148
August 2021,211.81405641656815
September 2021,184.9794632776643
October 2021,158.08527387240204
November 2021,129.18209379088805
December 2021,97.07391598275807
